bids_name	site	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-935_T1w	SHIP	0.7958800653940262	0.9971772527542152	0.6147335704620699	23775.5131510107	3.754583333333333	3.64877	3.98013	3.63485	0.2497944448081035	0.3669838052445013	0.3832217499473953	0.339642196893692	0.0631779238581657	0.0	0.0011510203967494	4.527021132177283	4.38429441349185	4.460870235495343	176	256	176	1.9418686936030627	5.344291932963239	6.312349680045583	11.65088841357045	50.13143088783389	98.14250948871398	89.97053247324361	121.6376570431829	1.0	1.0	1.0	106.82874489642955	5.225707994697243	14.77339234515041	3.5246864799410105	1933697.0	0.0	21.72190505079925	83.24614195974227	-0.3713070018058362	163.09070067171396	431.0412410732223	399.8743149917573	429321.2128593847	143.30992703326046	793.0817811377347	205.9221875317693	5.751326062053604	79.47937275655806	786.0370949128937	782.8355995099992	630734.3323361623	540.889097340405	1029.3177447468042	146.48057942092015	-0.226486592010533	69.67610659596323	960.7711511083554	970.2450922690332	658642.4554313158	808.7652698159218	1084.182631969452	83.27642676497501	0.2280512383008457	0.5209079622367755	0.5577512914284154	0.5834791517731327
sub-936_T1w	SHIP	0.7982098246144059	0.9116189593859186	0.5673136311482547	13657.585208286924	3.84936	3.74186	4.19076	3.61546	0.2455915843333833	0.3424097171454113	0.4119986985212054	0.4048846662044525	0.0676140367984772	0.0	0.0009014694704851	5.1138644876970405	4.9817121087753815	5.099507511678116	176	256	176	2.016270240262494	2.9799120206035368	5.298355272956264	10.898883558002762	12.18006583146693	24.95109293413081	23.407876096903767	33.09246952511356	1.0	1.0	1.0	767.5985030954636	0.0	5.40665248318346	0.0	2204074.0	0.0	18.13265499472618	19.131939329156893	-0.2355871268050084	132.0004145088849	398.58954254026855	355.6942958943546	371589.1540475625	176.35597566142678	740.5758039951324	176.41177763720967	2.4544461804584703	102.99451726084052	688.03344796132	728.6464257091284	518078.571287727	244.31366729736328	1045.4509483911097	244.51920642315235	-0.6814920116797549	86.78187144130352	954.3140628513008	966.3989349491894	623369.2749193333	796.3257651850581	1083.465900529176	88.66946368076951	0.2160398436154384	0.4707352744071348	0.484333048135349	0.4425963924924646
sub-937_T1w	SHIP	0.9151633706798354	0.9310795780798304	0.5362960338853479	23852.809638397503	3.5677066666666666	3.43662	3.82877	3.43773	0.2565092294821769	0.3595745901372844	0.3839161803805385	0.3675758838653564	0.0725918024778366	0.0	0.0015364766734928	5.398273089045454	5.2382172209351525	5.309812029389714	176	256	176	2.1075102950017297	5.7795598311075	6.5313021993432985	11.706836471920669	7.55549668971304	13.992920478922244	12.74236463331138	16.678676731298854	1.0	1.0	1.0	444.7871519407826	0.0	6.36754560190807	0.0	2315417.0	0.0	16.876806661486626	37.93985575678602	0.2283364609892455	173.88545339195255	464.68605568243214	437.5492715388537	370815.64204576914	181.1465804502368	829.1962556988001	207.61401858579137	5.212003145853924	71.85188387640592	811.8484382600802	810.3493937849998	519809.2979900592	575.3874706923962	1040.616018526256	140.20939967696046	-0.3503926816779685	70.48884000883183	958.2552596616424	965.8852559551596	554998.060720698	813.1731396466494	1083.9243998229504	82.50601160283938	0.215411310531082	0.5035591906911255	0.5433036930294433	0.5041992321404086
sub-938_T1w	SHIP	1.00114757076111	0.8006939128025159	0.5796320562065617	7229.404816236678	3.8787366666666654	3.61321	4.22122	3.80178	0.2586144879295159	0.3541893396045262	0.3871961724659578	0.69283527135849	0.162146332859993	0.0	0.0011274781305829	5.202184516780423	5.040841772514645	5.12890068447307	176	256	176	2.123998143670756	4.228915601634408	5.674238751178359	10.669802508229914	24.48321990051183	47.5436743446869	43.3085596501418	57.89878470522665	1.0	1.0	1.0	256.13260390548345	11.230665901394564	17.94641596745011	7.574969038367271	2102154.0	0.0	62.347822085022926	57.91515142803963	-0.5020838692998679	159.63589388410844	439.989576990313	419.70322957634926	386990.2024606359	145.79734363406897	786.3400551751256	197.60030796669787	7.48805501114072	96.07772971687548	813.8194596378743	815.016723677516	530008.2193396359	481.3851203173399	1120.720831297338	192.7245732902272	-0.3633965517426709	81.63830212936817	989.8678421131128	992.5290475711226	579399.5780136755	831.0406966432929	1139.5750124752522	93.02217077495352	0.2247084055920613	0.5047860540567548	0.5308937743139951	0.4033865047279124
sub-939_T1w	SHIP	0.8821495719971686	0.7949478142184988	0.5392466514199662	12560.741214163032	3.44571	3.39031	3.62344	3.32338	0.2516046167829716	0.3387201412135123	0.4096752420035159	0.5750747919082642	0.1226736903190612	0.0	0.0011772124260918	5.341516752219212	5.204216798080257	5.316651924590932	176	256	176	2.025449348183133	3.2700344800273453	5.514724665324336	11.248690167762527	31.26051275747402	61.13071138093178	56.49184025548349	77.08429662804467	1.0	1.0	1.0	456.85233665033496	8.20831681890394	8.407900188180895	5.536425560712814	2283413.0	0.0	24.77888025343418	31.49996886804931	-0.2130404711318552	148.3002605756852	429.76537339427216	391.6683497279882	364907.4594275329	174.5661986246705	787.2189490869641	193.37329438077708	7.175187912810323	93.34457845887712	739.3200619189323	765.9172141551971	491252.9339387035	299.0344976633787	1084.5992708206177	234.22273963103464	-0.5516928020563667	82.98408101062641	962.684018206781	965.8024321123958	594160.6066744492	816.3864593580365	1099.3180607259274	85.85902935922913	0.2343704770867493	0.470716654760023	0.5145746003198018	0.4577800913823994
sub-940_T1w	SHIP	0.8135202665318652	0.9710414975033156	0.5506851912238522	27373.42207698937	3.76728	3.65661	3.97515	3.67008	0.2475617579949963	0.3542984272011555	0.3981398148038481	0.3177355825901031	0.0475450128316879	0.0	0.0021166576572235	4.981758742819954	4.835145777942488	4.908012723832688	176	256	176	1.852005845950248	4.813333525479023	6.334957627480031	12.33953351101082	45.474117778306805	102.11075208032648	91.15922463498622	125.89280404632537	1.0	1.0	1.0	259.21634454571574	5.038927233459695	8.266585416691896	3.398704770952463	2194173.0	0.0	16.748572159558535	51.99256501692685	-0.4400941174119115	141.40773272276533	400.4954369389114	349.760401789099	387838.91502008575	166.0772493481636	761.8916289694607	188.8546689224835	5.347604690339551	79.07938054672783	781.4370232109776	785.3763727471232	555056.3169041493	491.8017660453916	1035.747624207288	163.16668294747996	-0.4306494635485962	69.7278579332801	958.2549187646492	968.2940511405468	623739.7692213161	815.1073847524822	1072.8271870687604	78.47081691344816	0.2169872308737341	0.5002090868925978	0.5328522858299704	0.533593650903721
sub-941_T1w	SHIP	0.8676209173523428	0.8881822454382112	0.5393932472232542	14827.998721694668	3.72335	3.70228	3.89369	3.57408	0.2588472035451963	0.3456804502350631	0.3954723462197407	0.3672636151313782	0.0600865438580512	0.0	0.0018917995655998	5.666236016164296	5.518638695825777	5.607186330193081	176	256	176	2.141139978927546	3.780736225866735	5.628360414574599	10.963205038929514	33.81876261492357	74.39669526467266	67.34402777393625	93.81662544221248	1.0	1.0	1.0	272.82049849492586	6.708157810890103	8.151340950553411	4.52458368614316	2136261.0	0.0	18.13185017928481	42.9859584347084	-0.4343629973671952	131.38051297772913	378.5644682634096	346.2814714461565	356453.8251565148	162.1141577027738	688.2394518144429	161.7273924743981	5.066035345974678	87.30543165728822	739.9881972297134	761.7723155729473	476030.3263102463	341.5557951517403	1041.2240102030337	201.4876124471931	-0.5578234839861897	85.21844922723353	950.1339256049972	960.6193897202612	544597.8500943485	795.7569663710892	1078.5602044723928	87.62205070103096	0.1970191033639492	0.4854296957866172	0.5132660841156411	0.4675159443456702
sub-942_T1w	SHIP	0.8434867760140605	0.9142470496336128	0.5767551819274185	13148.9609660336	3.665003333333333	3.55045	3.92334	3.52122	0.2631974052880496	0.3500333977388487	0.3867691969731017	0.415206104516983	0.0794125080108643	0.0	0.0013753424252381	6.099892935400643	5.950352060806312	6.038603268822946	176	256	176	1.8912341571017648	3.969452334410982	5.334112374429224	10.141650631774924	30.600382984539948	67.60806637739512	61.271256794590094	85.60532102183521	1.0	1.0	1.0	166.54432972682773	7.286537636125373	11.035315421771578	4.914694949984551	2041388.0	0.0	20.08003936707973	56.89838925951575	-0.061392081905728	133.7079656229006	379.6979853423334	340.3426252864301	336890.0471494361	138.1731380224228	724.3909306637943	179.95768471283515	10.21164039635363	81.03670785319433	737.9991945154948	751.9483273476362	448039.2492435877	375.9039537459612	1029.7690118774772	189.43356031109064	-0.6100589459929564	87.80277851531075	939.0177302776692	952.1168316677212	495060.70495495846	773.7485099472106	1075.826724551618	93.88174613981532	0.2088859208033505	0.5008613062916466	0.5401622879813824	0.4696612869709773
sub-943_T1w	SHIP	0.7598388442130424	1.2520250133100672	0.5627394857583592	32411.70837464472	3.639513333333333	3.44946	3.97491	3.49417	0.2579706100082735	0.3688030780359808	0.3732263119557458	0.2832040786743164	0.0409979254007339	0.0	0.0011228381883472	5.015291141096792	4.890935861793145	4.96893133850562	176	256	176	2.126048918333219	6.112848887221566	7.181818134693715	13.30655659852636	72.15011156074324	127.2070072443962	118.93586790209714	157.45048490115198	1.0	1.0	1.0	893.5324322061248	4.057434528586335	4.862654862295492	2.7366980016231537	2073368.0	0.0	14.709751758724453	20.01151197553961	-0.0115632722267924	171.03647089733167	461.318119379332	446.8448919765651	400723.0327619978	148.15009374171495	812.4045904241502	210.1759421313004	0.7383730050566406	82.16304920387329	790.6608897971324	787.8269372172654	572886.5312129866	580.5220635943115	1011.3151692152024	128.88037380895068	-0.1118269989143341	60.15926964500124	965.704002862376	975.1328639052808	579757.4368207499	829.4826385304332	1072.1014421358705	73.28207081232576	0.2204318978723456	0.5196241536211895	0.552028092082638	0.6081597820557005
sub-944_T1w	SHIP	0.8235665246591118	1.0795729873023607	0.5547214230081101	22483.336419753086	3.795996666666667	3.71596	3.98769	3.68434	0.2506970119507823	0.3687266706085358	0.3805763174406817	0.3617090284824371	0.0686201035976409	0.0	0.0020545674745883	5.429483964774874	5.283965938168759	5.347542385012452	176	256	176	2.154415470902007	6.306313986246829	7.046626199148027	12.679149140295245	5.168921042080749	10.07685623689954	9.152458378560633	12.211597856701612	1.0	1.0	1.0	275.60636383649666	0.0	8.306097185550874	0.0	2210127.0	0.0	17.742832526564598	52.04917016124181	-0.708204122885284	172.1724879377194	440.5196750469808	410.6595983207226	361444.17213541846	184.9429366886616	782.3893346861005	190.6127373225521	1.9201498738550304	76.0798141725992	806.121158744118	800.584435492754	531614.2588429262	601.029754370451	1021.3261460438372	126.94954362618364	-0.1769279736955127	63.597566694789705	962.7346288168948	970.185040526092	548698.5701237599	824.4154948666692	1077.9988405257463	76.51808064659764	0.2172967051329473	0.5208533899354008	0.5582573885159561	0.4893375579867483
sub-945_T1w	SHIP	0.774049351027021	1.228057618919661	0.5179777953993421	22218.243016187414	3.728923333333334	3.58413	3.99159	3.61105	0.2585626624639052	0.3705403002944236	0.3708970372416711	0.3092862963676452	0.043981097638607	0.0	0.0019552012265793	6.333650231663035	6.198982622989606	6.26344608438758	176	256	176	1.9246861971782907	6.06222732540531	6.660117625447454	11.99343935375876	7.161769466420935	14.434790784822544	13.193117816164674	17.982793197250547	1.0	1.0	1.0	236.64739759735025	0.0	6.369233878952827	0.0	2269110.0	0.0	15.208465617150068	34.56369583609096	-0.630215847785982	170.78260414141937	396.6321201781437	377.8407389447093	320148.66898993694	97.29370114393532	742.4102122653276	196.31259859201296	0.2091034953775525	79.94717789250682	765.629539675245	761.5509047340602	458797.81255327794	560.0531920231879	983.2012800592928	125.6221573216833	-0.2506288315083207	64.94368606281384	937.6261926765112	948.7364682424814	459239.5192473247	791.158259851858	1051.3791544418782	79.10453434707297	0.2025166134781494	0.5234266886465894	0.5533584290862423	0.5633409156792012
sub-946_T1w	SHIP	0.866796966331031	0.9456224494511032	0.5540087598589668	21019.9568241966	3.705383333333333	3.66541	3.81325	3.63749	0.2620225164006003	0.3559712618379431	0.3820062217614566	0.3773123919963836	0.0784248918294906	0.0	0.0012558607683821	5.592191741887846	5.442629165256984	5.508936803688321	176	256	176	1.919710609115792	5.347128937746681	6.4024809684590425	11.940603358514654	3.5327440322890458	7.596212001978694	6.791942597523314	9.246871758302202	1.0	1.0	1.0	126.63402988402233	0.0	11.01458160296698	0.0	2069440.0	0.0	18.210490010678768	68.13343454614227	-0.4410812535934183	158.54206991846092	395.4763859654139	367.40132939070463	366796.6744211496	115.60845101624729	750.4223780483007	191.38344436995573	2.2780752875764474	77.21132407896957	788.018530929664	789.9973398447037	498312.423013424	532.6098985597491	1028.1605112627149	147.74219143937157	-0.4212227547826668	71.58887005447359	953.9539155164912	961.6640621721745	534757.9043018817	810.5733161866665	1074.8694794550538	80.53723368406376	0.2015840288785701	0.5080705069171838	0.544709782356744	0.4669030380007185
sub-947_T1w	SHIP	0.7294518517559726	1.3673233190932714	0.5174741662285094	41343.26570888469	3.56465	3.46761	3.71056	3.51578	0.2569506792247023	0.3750981188345702	0.3679512019407275	0.2709653675556183	0.0332214072346687	0.0	0.0004391919790514	5.242212656982744	5.127622158667935	5.202820878957413	176	256	176	2.201421620635959	6.873238122419561	7.55167888931885	13.580376924901032	86.68490507132704	145.9418331248226	137.63830506751222	180.28817700638697	1.0	1.0	1.0	5368.388157684756	3.4635333865059508	3.4808084393851275	2.336117768660188	2898834.0	0.0	13.66274937428534	10.424360972160216	1.2298358164301924	162.9609950943911	469.70993309953474	458.28023419342935	382222.35804721527	147.31700232066214	809.2406339235604	208.17440439526868	0.472890593013008	75.56800116012984	775.6169835732521	771.5559866856784	557970.4553131255	594.2234106101096	972.6508919838816	112.25499270476928	0.4749750433344157	56.88591198443108	944.747371847308	953.1360496133566	547339.187724441	814.8095611296594	1047.312271984294	70.1847367112221	0.2145639997343201	0.5287142053278682	0.5706398376637597	0.6805728727885425
sub-948_T1w	SHIP	0.8536280873976944	0.9827717632265608	0.5438302078228092	28789.754462911667	3.628873333333333	3.63823	3.80771	3.44068	0.2562626671923587	0.3594270499594712	0.38431028284817	0.3245171010494232	0.0597938686609268	0.0	0.0021015381665679	5.564210454175294	5.418425378689444	5.493236499481741	176	256	176	2.0180010074286434	5.551294910479622	6.675685422778231	12.457760350426426	5.784013862444689	11.04951918460109	10.065522971611829	13.36303586778971	1.0	1.0	1.0	291.02627586816146	0.0	7.421078200614874	0.0	2090175.0	0.0	16.60007145255804	47.9000238035391	-0.1116001989905139	173.5313578371416	453.6399895440268	422.8957537561655	359530.8844875636	167.72244405001402	821.8822069466114	209.5614244380481	6.960097870786118	76.0494071675955	808.9391406235319	807.8809725120664	504268.2439720494	563.8826619833708	1046.1943270638585	145.53004019723213	0.6766700872686031	68.34332411071439	970.1241377488265	977.0327769219876	539178.87230274	830.2309708669782	1088.49039953202	78.42756991632272	0.2233514033302999	0.5118132150618655	0.5534889801399763	0.5173011263674564
